Accession	IDList
GO:0045211	gene_Ani026267,gene_Ani026266,gene_Ani024111,gene_Ani024321,gene_Ani019143,gene_Ani005374,gene_Ani022158,gene_Ani002019,gene_Ani007198,gene_Ani032144,gene_Ani007298,gene_Ani006659,gene_Ani017072,gene_Ani017073,gene_Ani024711,gene_Ani024710,gene_Ani019100,gene_Ani019102,gene_Ani015595,gene_Ani026590,gene_Ani003599,gene_Ani011804,gene_Ani003060,gene_Ani026346,gene_Ani027046,gene_Ani028575,gene_Ani028576,gene_Ani005171,gene_Ani025916,gene_Ani004778,gene_Ani029564,gene_Ani028084,gene_Ani028086,gene_Ani015673,gene_Ani027042,gene_Ani003701,gene_Ani008615,gene_Ani029264,gene_Ani032835,gene_Ani022081,gene_Ani017531,gene_Ani031818,gene_Ani007185,gene_Ani007184,gene_Ani008638,gene_Ani006831,gene_Ani028007,gene_Ani023652,gene_Ani019384,gene_Ani021693,gene_Ani019275,gene_Ani028329,gene_Ani032810,gene_Ani016887,gene_Ani028006,gene_Ani032375,gene_Ani024336,gene_Ani009849,gene_Ani003435,gene_Ani021851,gene_Ani007201,gene_Ani011368,gene_Ani008522,gene_Ani003601,gene_Ani007183,gene_Ani007182,gene_Ani030046,gene_Ani002021,gene_Ani002020,gene_Ani024760,gene_Ani025649,gene_Ani028014,gene_Ani028013,gene_Ani026375,gene_Ani022464,gene_Ani029569,gene_Ani030939,gene_Ani030930,gene_Ani010604,gene_Ani028500,gene_Ani015202,gene_Ani007200,gene_Ani022978,gene_Ani029570,gene_Ani032900,gene_Ani028895,gene_Ani026589,gene_Ani005170,gene_Ani012453,gene_Ani018786,gene_Ani019238,gene_Ani023431,gene_Ani021678,gene_Ani017665,gene_Ani021046,gene_Ani007471,gene_Ani023417,gene_Ani023416,gene_Ani026618,gene_Ani002873,gene_Ani019278,gene_Ani028622,gene_Ani028017,gene_Ani007160,gene_Ani012089,gene_Ani026294,gene_Ani026345,gene_Ani008492,gene_Ani012271
GO:0005743	gene_Ani030896,gene_Ani019082,gene_Ani027286,gene_Ani010691,gene_Ani032468,gene_Ani018425,gene_Ani016819,gene_Ani016818,gene_Ani009482,gene_Ani010888,gene_Ani016484,gene_Ani020473,gene_Ani003337,gene_Ani015583,gene_Ani024276,gene_Ani027084,gene_Ani008078,gene_Ani001495,gene_Ani007387,gene_Ani021527,gene_Ani026725,gene_Ani008268,gene_Ani025927,gene_Ani010318,gene_Ani006735,gene_Ani019294,gene_Ani008315,gene_Ani000931,gene_Ani010012,gene_Ani031658,gene_Ani019996,gene_Ani022123,gene_Ani031044,gene_Ani007303,gene_Ani008902,gene_Ani017004,gene_Ani008720,gene_Ani019394,gene_Ani000544,gene_Ani001267,gene_Ani026403,gene_Ani016820,gene_Ani002040,gene_Ani010402,gene_Ani026107,gene_Ani028223,gene_Ani024583,gene_Ani029560,gene_Ani005268,gene_Ani025686,gene_Ani006436,gene_Ani026679,gene_Ani023792,gene_Ani007410,gene_Ani008314,gene_Ani003024,gene_Ani015640,gene_Ani013123,gene_Ani003197,gene_Ani020218,gene_Ani028038,gene_Ani004233,gene_Ani017507,gene_Ani014555,gene_Ani017591,gene_Ani017722,gene_Ani032679,gene_Ani004735,gene_Ani004154,gene_Ani024096,gene_Ani019359,gene_Ani010268,gene_Ani014582,gene_Ani029137,novel2197,gene_Ani014534,novel6416,gene_Ani017101
GO:0005811	gene_Ani014916,gene_Ani014917,gene_Ani026682,gene_Ani030471,gene_Ani016888,gene_Ani025157,gene_Ani029817,gene_Ani010293,gene_Ani022645,gene_Ani015537,gene_Ani025798,gene_Ani022524,gene_Ani025805
GO:0005838	gene_Ani004789,gene_Ani032984,gene_Ani019028
GO:0000776	gene_Ani019164,gene_Ani031998,gene_Ani022047,gene_Ani015440,gene_Ani020771,gene_Ani028577,gene_Ani015977,gene_Ani009163,gene_Ani001470,gene_Ani033394,gene_Ani032292,gene_Ani026276,gene_Ani024183,gene_Ani023051,gene_Ani028975,gene_Ani024580,gene_Ani032222,gene_Ani032031,gene_Ani014477,gene_Ani016442,gene_Ani016895,gene_Ani029246,gene_Ani016419,gene_Ani025477,gene_Ani016003
GO:0000439	gene_Ani016560,gene_Ani032199,gene_Ani023558
GO:0005637	gene_Ani003409,gene_Ani015444,gene_Ani015442,gene_Ani015448,gene_Ani015446,gene_Ani002664,gene_Ani023833,gene_Ani014970,gene_Ani027092
GO:0000922	gene_Ani003409,gene_Ani004192,gene_Ani010517,gene_Ani017428,gene_Ani023207,gene_Ani006833,gene_Ani030775,gene_Ani017080,gene_Ani017901,gene_Ani020096,gene_Ani020113,gene_Ani017899,gene_Ani029671,gene_Ani029432,gene_Ani004595,gene_Ani014720,gene_Ani005610,gene_Ani017897,gene_Ani030133,gene_Ani028079,gene_Ani022473
GO:0005874	gene_Ani003409,gene_Ani028171,gene_Ani027087,gene_Ani008917,gene_Ani002567,gene_Ani020337,gene_Ani020336,gene_Ani020335,gene_Ani020334,gene_Ani023169,gene_Ani026437,gene_Ani026438,gene_Ani020452,gene_Ani006243,gene_Ani006240,gene_Ani019125,gene_Ani011784,gene_Ani019339,gene_Ani002523,gene_Ani027581,gene_Ani027583,gene_Ani023385,gene_Ani010517,gene_Ani021814,gene_Ani021817,gene_Ani021818,gene_Ani001553,gene_Ani032884,gene_Ani027086,gene_Ani001342,gene_Ani020944,gene_Ani016604,gene_Ani016605,gene_Ani000920,gene_Ani016224,gene_Ani016225,gene_Ani001573,gene_Ani001755,gene_Ani001752,gene_Ani005319,gene_Ani020181,gene_Ani020182,gene_Ani031094,gene_Ani030263,gene_Ani030264,gene_Ani019007,gene_Ani015874,gene_Ani008423,gene_Ani031289,gene_Ani031288,gene_Ani012093,gene_Ani012092,gene_Ani012094,gene_Ani024420,gene_Ani030472,gene_Ani033162,gene_Ani015657,gene_Ani023004,gene_Ani028049,gene_Ani026884,gene_Ani024628,gene_Ani000143,gene_Ani020672,gene_Ani032405,gene_Ani011927,gene_Ani000160,gene_Ani008358,gene_Ani030775,gene_Ani017080,gene_Ani021716,gene_Ani008916,gene_Ani009659,gene_Ani020458,gene_Ani020459,gene_Ani029032,gene_Ani022824,gene_Ani024873,gene_Ani002546,gene_Ani014756,gene_Ani029284,gene_Ani016552,gene_Ani005152,gene_Ani028169,gene_Ani023377,gene_Ani009911,gene_Ani030695,gene_Ani007186,gene_Ani026844,gene_Ani006279,gene_Ani019394,gene_Ani024422,gene_Ani000896,gene_Ani008547,gene_Ani020463,gene_Ani020465,gene_Ani020464,gene_Ani015404,gene_Ani021613,gene_Ani016829,gene_Ani003037,gene_Ani033225,gene_Ani002940,gene_Ani021813,gene_Ani000911,gene_Ani027424,gene_Ani028959,gene_Ani011875,gene_Ani031230,gene_Ani004041,gene_Ani015837,gene_Ani016630,gene_Ani033010,gene_Ani006508,gene_Ani007963,gene_Ani009479,gene_Ani001523,gene_Ani000236,gene_Ani012410,gene_Ani019508,gene_Ani002594,gene_Ani006453,gene_Ani017567,gene_Ani000127,gene_Ani032222,gene_Ani009604,gene_Ani033400,gene_Ani031122,gene_Ani005912,gene_Ani004961,gene_Ani004392,gene_Ani009248,gene_Ani008595,gene_Ani016227,gene_Ani028274,gene_Ani008970,gene_Ani017661,gene_Ani008021,gene_Ani005610,gene_Ani032809,gene_Ani015217,gene_Ani028254,gene_Ani001420,gene_Ani021689,gene_Ani021067,gene_Ani031865,gene_Ani022830,gene_Ani008068,gene_Ani019255,gene_Ani020350,gene_Ani011958,gene_Ani017568,gene_Ani030133,gene_Ani030261,gene_Ani028994,gene_Ani029025,gene_Ani007540,gene_Ani000144,gene_Ani017207,gene_Ani026627,novel216,gene_Ani014926,gene_Ani027582,novel2548,novel5559,gene_Ani013685,gene_Ani018230,novel3561,gene_Ani020460,gene_Ani001800,gene_Ani005258,gene_Ani030216,gene_Ani013919,gene_Ani029707,gene_Ani019887,gene_Ani025804,novel3562,gene_Ani026548,gene_Ani017101,gene_Ani005541,gene_Ani001776,gene_Ani029026
GO:0048471	gene_Ani032687,gene_Ani011203,gene_Ani010257,gene_Ani026622,gene_Ani012970,gene_Ani006140,gene_Ani006141,gene_Ani032918,gene_Ani032919,gene_Ani004694,gene_Ani012925,gene_Ani030776,gene_Ani026163,gene_Ani012647,gene_Ani019992,gene_Ani026014,gene_Ani007205,gene_Ani001934,gene_Ani032092,gene_Ani027211,gene_Ani027436,gene_Ani006508,gene_Ani025851,gene_Ani024418,gene_Ani028090,gene_Ani006139,gene_Ani032963,gene_Ani023294,gene_Ani008082,gene_Ani005421,gene_Ani031421,gene_Ani023869,gene_Ani014032,gene_Ani005850,gene_Ani008057,gene_Ani017585,gene_Ani020173,gene_Ani017162,novel5729,gene_Ani030777,gene_Ani017195
GO:0000775	gene_Ani025794,gene_Ani014865,gene_Ani004405,gene_Ani004401,gene_Ani009655,gene_Ani007633,gene_Ani002909,gene_Ani016326,gene_Ani020947,gene_Ani000030,gene_Ani025851,gene_Ani025680,gene_Ani021142,gene_Ani003738,gene_Ani015654,gene_Ani015655,gene_Ani019888,gene_Ani016305
GO:0030425	gene_Ani020317,gene_Ani024111,gene_Ani019964,gene_Ani005374,gene_Ani026437,gene_Ani026438,gene_Ani019102,gene_Ani026590,gene_Ani026622,gene_Ani005068,gene_Ani005067,gene_Ani025691,gene_Ani016214,gene_Ani013156,gene_Ani008584,gene_Ani021075,gene_Ani005889,gene_Ani009762,gene_Ani019275,gene_Ani005890,gene_Ani020628,gene_Ani016887,gene_Ani011786,gene_Ani028468,gene_Ani003672,gene_Ani003037,gene_Ani029604,gene_Ani001373,gene_Ani023969,gene_Ani020745,gene_Ani022565,gene_Ani013026,gene_Ani026138,gene_Ani011526,gene_Ani023795,gene_Ani003022,gene_Ani026589,gene_Ani014753,gene_Ani021678,gene_Ani011053,gene_Ani011054,gene_Ani017653,gene_Ani028350,gene_Ani002652,gene_Ani030701,gene_Ani006765,gene_Ani006766,gene_Ani019399,gene_Ani016489,gene_Ani002989,gene_Ani013071,gene_Ani011878,gene_Ani031599,gene_Ani023968
GO:0000145	gene_Ani029223,gene_Ani023109,gene_Ani023108,gene_Ani022679,gene_Ani023548,gene_Ani015853,gene_Ani008582,gene_Ani019401,gene_Ani019403,gene_Ani019402,gene_Ani019405,gene_Ani019404,gene_Ani019406,gene_Ani031981,gene_Ani023571,gene_Ani023294,gene_Ani011869,gene_Ani010720,gene_Ani005877,gene_Ani030138,novel1743
GO:0005730	gene_Ani020313,gene_Ani017662,gene_Ani005315,gene_Ani024309,gene_Ani016379,gene_Ani009261,gene_Ani024771,gene_Ani030682,gene_Ani029822,gene_Ani019847,gene_Ani008241,gene_Ani015344,gene_Ani030892,gene_Ani007021,gene_Ani006637,gene_Ani024949,gene_Ani005709,gene_Ani016559,gene_Ani001349,gene_Ani000543,gene_Ani002076,gene_Ani022022,gene_Ani015440,gene_Ani008848,gene_Ani007996,gene_Ani023060,gene_Ani017829,gene_Ani017828,gene_Ani017827,gene_Ani021715,gene_Ani011728,gene_Ani028880,gene_Ani017639,gene_Ani015896,gene_Ani004200,gene_Ani021878,gene_Ani028204,gene_Ani025304,gene_Ani032833,gene_Ani000610,gene_Ani029190,gene_Ani006501,gene_Ani015375,gene_Ani022336,gene_Ani007345,gene_Ani021690,gene_Ani003788,gene_Ani021963,gene_Ani001202,gene_Ani010181,gene_Ani030129,gene_Ani020156,gene_Ani020151,gene_Ani028400,gene_Ani012525,gene_Ani003624,gene_Ani028166,gene_Ani016756,gene_Ani012187,gene_Ani033578,gene_Ani023662,gene_Ani026237,gene_Ani020702,gene_Ani014905,gene_Ani018591,gene_Ani019820,gene_Ani025851,gene_Ani007787,gene_Ani007400,gene_Ani023555,gene_Ani016411,gene_Ani014478,gene_Ani031334,gene_Ani028935,gene_Ani015258,gene_Ani030194,gene_Ani003564,gene_Ani023661,gene_Ani017663,gene_Ani028343,gene_Ani011097,gene_Ani008386,gene_Ani025811,gene_Ani030125,gene_Ani024057,gene_Ani010183,gene_Ani017641,gene_Ani015654,gene_Ani015655,gene_Ani017895,gene_Ani007804,gene_Ani024946,gene_Ani007000,gene_Ani007001,gene_Ani020606,gene_Ani003117,gene_Ani003449,gene_Ani000653,gene_Ani021026,gene_Ani021027,gene_Ani021028,gene_Ani016787,novel2576,gene_Ani018553,gene_Ani003859,gene_Ani019887,gene_Ani016434,gene_Ani032733
GO:0005680	gene_Ani028170,gene_Ani023501,gene_Ani028559,gene_Ani009113,gene_Ani012316,gene_Ani019204,gene_Ani010194,gene_Ani029246,gene_Ani028168,gene_Ani020659
GO:0005769	gene_Ani028175,gene_Ani028176,gene_Ani012248,gene_Ani002977,gene_Ani011996,gene_Ani023732,gene_Ani009683,gene_Ani017672,gene_Ani014911,gene_Ani005960,gene_Ani015792,gene_Ani020241,gene_Ani014801,gene_Ani017559,gene_Ani017710,gene_Ani019049,gene_Ani032795,gene_Ani001204,gene_Ani024744,gene_Ani024745,gene_Ani032794,gene_Ani009459,gene_Ani003230,gene_Ani009166,gene_Ani030616,gene_Ani015841,gene_Ani015840,gene_Ani021162,gene_Ani017624,gene_Ani030657,gene_Ani020541,gene_Ani013680,gene_Ani025565,gene_Ani024597,gene_Ani024596,gene_Ani021678,gene_Ani011053,gene_Ani011054,gene_Ani003130,gene_Ani023869,gene_Ani002652,gene_Ani013685,gene_Ani003446,novel5673
GO:0030054	gene_Ani014360,gene_Ani029789,gene_Ani009417,gene_Ani026414,gene_Ani016130,gene_Ani031561,gene_Ani023121,gene_Ani033546,gene_Ani009481,gene_Ani015104,gene_Ani016873,gene_Ani014571,gene_Ani014384,gene_Ani009406,gene_Ani027248,gene_Ani007637,gene_Ani027045,gene_Ani027042,gene_Ani017796,gene_Ani017657,gene_Ani029630,gene_Ani010154,gene_Ani024667,gene_Ani026163,gene_Ani013073,gene_Ani030509,gene_Ani030507,gene_Ani013053,gene_Ani030522,gene_Ani014361,gene_Ani024165,gene_Ani017061,gene_Ani007205,gene_Ani000971,gene_Ani030790,gene_Ani028834,gene_Ani016639,gene_Ani005265,gene_Ani026897,gene_Ani017649,gene_Ani010560,gene_Ani010554,gene_Ani010558,gene_Ani010559,gene_Ani009921,gene_Ani016584,gene_Ani015762,gene_Ani004132,gene_Ani007102,gene_Ani017995,gene_Ani015069,novel4643
GO:0005813	gene_Ani025246,gene_Ani028457,gene_Ani020715,gene_Ani019339,gene_Ani010517,gene_Ani000920,gene_Ani021995,gene_Ani008963,gene_Ani029514,gene_Ani030775,gene_Ani025233,gene_Ani017080,gene_Ani010999,gene_Ani007174,gene_Ani018079,gene_Ani003786,gene_Ani029284,gene_Ani017901,gene_Ani017899,gene_Ani006508,gene_Ani019506,gene_Ani020002,gene_Ani006957,gene_Ani025811,gene_Ani005610,gene_Ani017897,gene_Ani030725,gene_Ani022323,gene_Ani030133,gene_Ani007399,gene_Ani031171
GO:0033116	gene_Ani029595,gene_Ani008516,gene_Ani023167,gene_Ani002482,gene_Ani016818,gene_Ani001552,gene_Ani006280,gene_Ani030607,gene_Ani010159,gene_Ani026014,gene_Ani031823,gene_Ani020399,gene_Ani020829,gene_Ani026671
GO:0030176	gene_Ani017667,gene_Ani005971,gene_Ani016818,gene_Ani019902,gene_Ani028492,gene_Ani022670,gene_Ani030603,gene_Ani033103,gene_Ani007174,gene_Ani016948,gene_Ani017022,gene_Ani004305,gene_Ani009588,gene_Ani028384,gene_Ani009713,gene_Ani020880,gene_Ani007278,gene_Ani025172,gene_Ani021216,gene_Ani025805,gene_Ani005062,gene_Ani033156,novel5011,novel3807
GO:0098826	gene_Ani017667
GO:0015629	gene_Ani017664,gene_Ani019901,gene_Ani016225,gene_Ani018640,gene_Ani028558,gene_Ani008589,gene_Ani023403,gene_Ani029259,gene_Ani029258,gene_Ani017251,gene_Ani023153,gene_Ani017273,gene_Ani000811,gene_Ani019465,gene_Ani000763,gene_Ani008262,gene_Ani026489,gene_Ani029705,gene_Ani032388,gene_Ani025901,gene_Ani022823,gene_Ani026123,gene_Ani006695,gene_Ani008496,gene_Ani028609,gene_Ani010496,gene_Ani022272,gene_Ani019660
GO:0005777	gene_Ani014900,gene_Ani021533,gene_Ani003367,gene_Ani008249,gene_Ani019785,gene_Ani022884,gene_Ani010114,gene_Ani022773,gene_Ani013155,gene_Ani031834,gene_Ani028241,gene_Ani003825,gene_Ani010188,gene_Ani017494,gene_Ani017495,gene_Ani017890,gene_Ani017457,gene_Ani017578,gene_Ani030874,gene_Ani003812,gene_Ani020390,gene_Ani002052,gene_Ani020372,gene_Ani022400,gene_Ani023899,gene_Ani019200
GO:0005783	gene_Ani027087,gene_Ani023145,gene_Ani024329,gene_Ani016353,gene_Ani008884,gene_Ani008551,gene_Ani027451,gene_Ani027450,gene_Ani012527,gene_Ani014912,gene_Ani026228,gene_Ani001222,gene_Ani003003,gene_Ani018424,gene_Ani023736,gene_Ani030783,gene_Ani027950,gene_Ani016818,gene_Ani007273,gene_Ani016237,gene_Ani004303,gene_Ani024737,gene_Ani007237,gene_Ani002751,gene_Ani004075,gene_Ani026622,gene_Ani027086,gene_Ani010822,gene_Ani011110,gene_Ani007238,gene_Ani023933,gene_Ani030603,gene_Ani027837,gene_Ani016446,gene_Ani023203,gene_Ani004656,gene_Ani021561,gene_Ani016422,gene_Ani016423,gene_Ani029839,gene_Ani019960,gene_Ani026687,gene_Ani007099,gene_Ani002379,gene_Ani016445,gene_Ani030074,gene_Ani010582,gene_Ani024585,gene_Ani023287,gene_Ani029074,gene_Ani012373,gene_Ani012594,gene_Ani006505,gene_Ani003459,gene_Ani024502,gene_Ani029036,gene_Ani006770,gene_Ani031383,gene_Ani014988,gene_Ani015290,gene_Ani025670,gene_Ani031900,gene_Ani010581,gene_Ani029797,gene_Ani029795,gene_Ani026843,gene_Ani023743,gene_Ani023742,gene_Ani005802,gene_Ani012216,gene_Ani016096,gene_Ani006069,gene_Ani000708,gene_Ani016799,gene_Ani018451,gene_Ani014989,gene_Ani003915,gene_Ani001566,gene_Ani029484,gene_Ani012315,gene_Ani011970,gene_Ani006780,gene_Ani012754,gene_Ani021162,gene_Ani031592,gene_Ani008437,gene_Ani015418,gene_Ani008850,gene_Ani028090,gene_Ani019562,gene_Ani005652,gene_Ani006472,gene_Ani007734,gene_Ani011099,gene_Ani005707,gene_Ani024039,gene_Ani008004,gene_Ani011053,gene_Ani011054,gene_Ani021064,gene_Ani016547,gene_Ani011634,gene_Ani019643,gene_Ani016767,gene_Ani016364,gene_Ani015022,gene_Ani004836,gene_Ani027378,gene_Ani012753,gene_Ani014990,gene_Ani012748,gene_Ani027538,gene_Ani017765,gene_Ani024579,gene_Ani030458,novel5746,novel4912,novel4910,gene_Ani022067,gene_Ani032973,novel3410,gene_Ani017052,novel86
GO:0000793	gene_Ani014865,gene_Ani016326
GO:0009986	gene_Ani023145,gene_Ani003427,gene_Ani006242,gene_Ani006241,gene_Ani030783,gene_Ani000583,gene_Ani024234,gene_Ani023281,gene_Ani006238,gene_Ani025418,gene_Ani029793,gene_Ani004944,gene_Ani026350,gene_Ani021605,gene_Ani011053,gene_Ani011054,gene_Ani002939,gene_Ani006237
GO:0005764	gene_Ani023145,gene_Ani022159,gene_Ani012011,gene_Ani024964,gene_Ani012564,gene_Ani014175,gene_Ani029119,gene_Ani026689,gene_Ani004693,gene_Ani015859,gene_Ani024585,gene_Ani022292,gene_Ani026295,gene_Ani007342,gene_Ani032934,gene_Ani020153,gene_Ani030207,gene_Ani012023,gene_Ani013003,gene_Ani021658,gene_Ani029121,gene_Ani029127,gene_Ani021105,gene_Ani015863,gene_Ani030657,gene_Ani007947,gene_Ani032012,gene_Ani008896,gene_Ani008898,gene_Ani019236,gene_Ani019235,gene_Ani002638,gene_Ani001441,gene_Ani006264,gene_Ani015242,gene_Ani011053,gene_Ani011054,gene_Ani011776,gene_Ani016937,gene_Ani027298,gene_Ani026517,gene_Ani015276,novel1922,novel3020,novel2873,gene_Ani010708
GO:0005768	gene_Ani023145,gene_Ani030034,gene_Ani003427,gene_Ani019318,gene_Ani006242,gene_Ani006241,gene_Ani026223,gene_Ani027664,gene_Ani032689,gene_Ani000583,gene_Ani019532,gene_Ani003084,gene_Ani009052,gene_Ani015659,gene_Ani023912,gene_Ani011948,gene_Ani015792,gene_Ani006388,gene_Ani006238,gene_Ani030207,gene_Ani008723,gene_Ani032176,gene_Ani026356,gene_Ani015596,gene_Ani016709,gene_Ani017351,gene_Ani006963,gene_Ani016001,gene_Ani032012,gene_Ani025565,gene_Ani011099,gene_Ani031067,gene_Ani023622,gene_Ani001182,gene_Ani012964,gene_Ani031404,gene_Ani002677,gene_Ani019625,gene_Ani006237,gene_Ani031645,gene_Ani003598,gene_Ani024553,gene_Ani001453,novel5829
GO:0005779	gene_Ani012710,gene_Ani009196,gene_Ani032646,gene_Ani018123,gene_Ani016013,gene_Ani023860
GO:0000813	gene_Ani006035,gene_Ani021191,gene_Ani002522,gene_Ani007396,gene_Ani032271,gene_Ani012189,gene_Ani007746,gene_Ani009168,gene_Ani002595,gene_Ani004572,gene_Ani008367,gene_Ani006235,gene_Ani006760,gene_Ani006762
GO:0031514	gene_Ani029353,gene_Ani002978,gene_Ani020452,gene_Ani023752,gene_Ani018031,gene_Ani031999,gene_Ani023887,gene_Ani030291,gene_Ani011495,gene_Ani005512,gene_Ani017346,gene_Ani023042,gene_Ani007797,gene_Ani024628,gene_Ani007386,gene_Ani008358,gene_Ani008909,gene_Ani010999,gene_Ani024080,gene_Ani020458,gene_Ani020459,gene_Ani005152,gene_Ani006583,gene_Ani020463,gene_Ani020464,gene_Ani015404,gene_Ani014351,gene_Ani012962,gene_Ani022660,gene_Ani017432,gene_Ani031754,gene_Ani017583,gene_Ani007780,gene_Ani007411,gene_Ani014885,gene_Ani011777,gene_Ani018534,gene_Ani018717,gene_Ani020252,gene_Ani019644,gene_Ani033583,gene_Ani008499,gene_Ani028608,gene_Ani001683,gene_Ani017589,gene_Ani006555,novel3561,gene_Ani020460,gene_Ani018846,novel3562,gene_Ani008323
GO:0010494	gene_Ani024114,gene_Ani022790,gene_Ani015896,gene_Ani000472,gene_Ani024129,gene_Ani017390,gene_Ani026588,gene_Ani025851,gene_Ani027822,gene_Ani022320,gene_Ani004339,gene_Ani000473
GO:0099572	gene_Ani024111,gene_Ani023265
GO:0099634	gene_Ani024111
GO:0016035	gene_Ani023369,gene_Ani023368,gene_Ani023370
GO:0043625	gene_Ani023368,gene_Ani028635,gene_Ani023370,gene_Ani006744,gene_Ani001236
GO:0012507	gene_Ani008516,gene_Ani029620,gene_Ani007099,gene_Ani025230,gene_Ani025594,gene_Ani029798,gene_Ani025229,novel643
GO:0070985	gene_Ani008808,gene_Ani008879
GO:0000785	gene_Ani002974,gene_Ani027109,gene_Ani029433,gene_Ani006634,gene_Ani031432,gene_Ani008508,gene_Ani026825,gene_Ani002743,gene_Ani026423,gene_Ani008540,gene_Ani025960,gene_Ani025525,gene_Ani016712,gene_Ani030974,gene_Ani016721,gene_Ani016543,novel639,gene_Ani027097,gene_Ani011119,gene_Ani011111,gene_Ani027108,gene_Ani004758,gene_Ani005547
GO:0030897	gene_Ani002977,gene_Ani017624,gene_Ani030657,gene_Ani023622
GO:0005776	gene_Ani002977,gene_Ani026689,gene_Ani024815,gene_Ani005706,gene_Ani012647,gene_Ani024740,gene_Ani003230,gene_Ani032920,gene_Ani020541
GO:0005765	gene_Ani002977,gene_Ani024697,gene_Ani029944,gene_Ani019167,gene_Ani016132,gene_Ani027523,gene_Ani031903,gene_Ani027979,gene_Ani005621,gene_Ani014547,gene_Ani033431,gene_Ani015977,gene_Ani022681,gene_Ani001613,gene_Ani007425,gene_Ani025379,gene_Ani015449,gene_Ani007442,gene_Ani007441,gene_Ani007324,gene_Ani026574,gene_Ani007344,gene_Ani005092,gene_Ani020155,gene_Ani007553,gene_Ani007309,gene_Ani005791,gene_Ani022680,gene_Ani010584,gene_Ani007325,gene_Ani006580,gene_Ani006582,gene_Ani017064,gene_Ani012023,gene_Ani026397,gene_Ani003931,gene_Ani007660,gene_Ani003915,gene_Ani007340,gene_Ani009579,gene_Ani007221,gene_Ani024580,gene_Ani022184,gene_Ani017624,gene_Ani021143,gene_Ani033177,gene_Ani000656,gene_Ani003658,gene_Ani031824,gene_Ani027528,gene_Ani031067,gene_Ani003238,gene_Ani004118,gene_Ani023622,gene_Ani005091,gene_Ani024679,gene_Ani016937,gene_Ani000652,gene_Ani019742,gene_Ani003722,novel6287,gene_Ani004948
GO:0033263	gene_Ani002977,gene_Ani017624
GO:0031902	gene_Ani002977,gene_Ani015699,gene_Ani002522,gene_Ani029620,gene_Ani016132,gene_Ani005621,gene_Ani007396,gene_Ani019281,gene_Ani003084,gene_Ani010136,gene_Ani012189,gene_Ani029154,gene_Ani007425,gene_Ani009831,gene_Ani007342,gene_Ani007309,gene_Ani010584,gene_Ani019096,gene_Ani029798,gene_Ani009708,gene_Ani000934,gene_Ani007746,gene_Ani009168,gene_Ani017624,gene_Ani002595,gene_Ani033177,gene_Ani008367,gene_Ani003238,gene_Ani004118,gene_Ani023622,gene_Ani006235,gene_Ani016937,gene_Ani006760,gene_Ani006762,gene_Ani004948
GO:0030136	gene_Ani002977,gene_Ani028393,gene_Ani023265,gene_Ani011881,gene_Ani023912,gene_Ani002556,gene_Ani023403,gene_Ani003823,gene_Ani014812,gene_Ani002555,gene_Ani024971,gene_Ani012550,gene_Ani002985,gene_Ani030657,gene_Ani022823,gene_Ani003811,gene_Ani009225,gene_Ani005946
GO:0071565	gene_Ani017032,gene_Ani005312,gene_Ani015878,gene_Ani009692,gene_Ani015876,gene_Ani026617,gene_Ani004452,gene_Ani012171,gene_Ani023627
GO:0071564	gene_Ani017032,gene_Ani005312,gene_Ani009692,gene_Ani020172,gene_Ani004452
GO:0016514	gene_Ani017032,gene_Ani005312,gene_Ani015831,gene_Ani015878,gene_Ani024942,gene_Ani009692,gene_Ani001473,gene_Ani030121,gene_Ani015876,gene_Ani008773,gene_Ani000846,gene_Ani004452,gene_Ani008071,gene_Ani008774
GO:0030672	gene_Ani013045,gene_Ani016970,gene_Ani008786,gene_Ani014815,gene_Ani021119,gene_Ani016684,gene_Ani016682,gene_Ani032022,gene_Ani031834,gene_Ani016009,gene_Ani018525,gene_Ani029072,gene_Ani026986,gene_Ani018157,gene_Ani032053,gene_Ani021575,gene_Ani025341,gene_Ani003779,gene_Ani007266,gene_Ani003132
GO:0042584	gene_Ani013045,gene_Ani016684,gene_Ani016682,gene_Ani018525,gene_Ani026986
GO:0005945	gene_Ani017034
GO:0019005	gene_Ani001255,gene_Ani031607,gene_Ani020221,gene_Ani022210,gene_Ani006486,gene_Ani027575,gene_Ani012617,gene_Ani027988
GO:0031672	gene_Ani013049
GO:0072357	gene_Ani013049
GO:0030018	gene_Ani013049,gene_Ani014831,gene_Ani007415,gene_Ani033143,gene_Ani019682,gene_Ani019578,gene_Ani019573,gene_Ani019572,gene_Ani025696,gene_Ani007383,gene_Ani007382,gene_Ani028348,gene_Ani022165,gene_Ani007414,gene_Ani004841,gene_Ani029705,gene_Ani032388,gene_Ani026523,gene_Ani007119
GO:0000276	gene_Ani014218,gene_Ani008294,gene_Ani007614,gene_Ani021129,novel5772,gene_Ani028710,novel2366
GO:0005747	gene_Ani014218,gene_Ani026196,gene_Ani024254,gene_Ani029252,gene_Ani016539,gene_Ani014219,gene_Ani007111,gene_Ani013063,gene_Ani013064
